HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.image_url,Input.desc1,Input.desc2,Answer.first.first,Answer.second.second,Approve,Reject
3JUDR1D0D6S04R8R659MNBM1M0G2QB,3D4BPCICWK3NL5FG1EHDN5R4QPBV8R,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor, options, quick, fast, compare, picture",$0.03,Sat Apr 10 13:54:02 PDT 2021,5,BatchId:4403306;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 11 13:54:02 PDT 2021,,,3907X2AHF06IRZ56WVZYBQREPHE2PH,A25EVN04BC2KJ6,Approved,Sat Apr 10 13:55:13 PDT 2021,Sat Apr 10 14:02:18 PDT 2021,Sat Apr 10 15:02:18 PDT 2021,Sat Apr 10 15:02:29 PDT 2021,,,425,100% (15/15),100% (15/15),100% (15/15),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-adrianna-calvo-564905.jpg,The building had a beautiful mural of a fish on the side of it.,The white buildings have paintings on both of them.,TRUE,FALSE,1,
3JUDR1D0D6S04R8R659MNBM1M0G2QB,3D4BPCICWK3NL5FG1EHDN5R4QPBV8R,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor, options, quick, fast, compare, picture",$0.03,Sat Apr 10 13:54:02 PDT 2021,5,BatchId:4403306;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 11 13:54:02 PDT 2021,,,3A9AA95ATWNAQWOTEE1W9XUQ9R5P55,A3TDUHEBFJ53NM,Approved,Sat Apr 10 14:00:14 PDT 2021,Sat Apr 10 14:00:31 PDT 2021,Sat Apr 10 15:00:31 PDT 2021,Sat Apr 10 15:01:28 PDT 2021,,,17,100% (15/15),100% (15/15),100% (15/15),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-adrianna-calvo-564905.jpg,The building had a beautiful mural of a fish on the side of it.,The white buildings have paintings on both of them.,TRUE,FALSE,,
3JUDR1D0D6S04R8R659MNBM1M0G2QB,3D4BPCICWK3NL5FG1EHDN5R4QPBV8R,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor, options, quick, fast, compare, picture",$0.03,Sat Apr 10 13:54:02 PDT 2021,5,BatchId:4403306;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 11 13:54:02 PDT 2021,,,3E337GFOL9983810FV7V95GKZLINGP,AJDPFPELWYQ7D,Approved,Sat Apr 10 14:03:42 PDT 2021,Sat Apr 10 14:04:06 PDT 2021,Sat Apr 10 15:04:06 PDT 2021,Sat Apr 10 15:04:30 PDT 2021,,,24,100% (8/8),100% (8/8),100% (8/8),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-adrianna-calvo-564905.jpg,The building had a beautiful mural of a fish on the side of it.,The white buildings have paintings on both of them.,FALSE,TRUE,,
3JUDR1D0D6S04R8R659MNBM1M0G2QB,3D4BPCICWK3NL5FG1EHDN5R4QPBV8R,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor, options, quick, fast, compare, picture",$0.03,Sat Apr 10 13:54:02 PDT 2021,5,BatchId:4403306;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 11 13:54:02 PDT 2021,,,3X87C8JFV6CWWANJQNTT2DUSS7ZSQ1,A3OP24TYKA619W,Approved,Sat Apr 10 14:05:16 PDT 2021,Sat Apr 10 14:06:04 PDT 2021,Sat Apr 10 15:06:04 PDT 2021,Sat Apr 10 15:06:32 PDT 2021,,,48,100% (4/4),100% (4/4),100% (4/4),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-adrianna-calvo-564905.jpg,The building had a beautiful mural of a fish on the side of it.,The white buildings have paintings on both of them.,TRUE,FALSE,,
3JUDR1D0D6S04R8R659MNBM1M0G2QB,3D4BPCICWK3NL5FG1EHDN5R4QPBV8R,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor, options, quick, fast, compare, picture",$0.03,Sat Apr 10 13:54:02 PDT 2021,5,BatchId:4403306;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 11 13:54:02 PDT 2021,,,3YMU66OBIN9GTCFPCXCI4LJOD99HGA,A13YTGRLTS80MU,Approved,Sat Apr 10 14:01:13 PDT 2021,Sat Apr 10 14:03:16 PDT 2021,Sat Apr 10 15:03:16 PDT 2021,Sat Apr 10 15:03:30 PDT 2021,,,123,100% (5/5),100% (5/5),100% (5/5),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-adrianna-calvo-564905.jpg,The building had a beautiful mural of a fish on the side of it.,The white buildings have paintings on both of them.,FALSE,TRUE,,
3WRAAIUSBJ09IR475YXTN11SVRUXA9,3D4BPCICWK3NL5FG1EHDN5R4QPBV8R,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor, options, quick, fast, compare, picture",$0.03,Sat Apr 10 13:54:02 PDT 2021,5,BatchId:4403306;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 11 13:54:02 PDT 2021,,,3A0EX8ZRN8P6OQX36BOSPANUNSTYB8,A25EVN04BC2KJ6,Approved,Sat Apr 10 13:55:09 PDT 2021,Sat Apr 10 14:00:27 PDT 2021,Sat Apr 10 15:00:27 PDT 2021,Sat Apr 10 15:00:29 PDT 2021,,,318,100% (15/15),100% (15/15),100% (15/15),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-amina-filkins-5409662.jpg,The woman is looking out of the doorway on the sunny day.,The woman is standing inside at a door.,TRUE,FALSE,1,
3WRAAIUSBJ09IR475YXTN11SVRUXA9,3D4BPCICWK3NL5FG1EHDN5R4QPBV8R,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor, options, quick, fast, compare, picture",$0.03,Sat Apr 10 13:54:02 PDT 2021,5,BatchId:4403306;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 11 13:54:02 PDT 2021,,,3RU7GD8VPOUBWYM4QAE4284INBDPS7,A3TDUHEBFJ53NM,Approved,Sat Apr 10 14:01:45 PDT 2021,Sat Apr 10 14:02:01 PDT 2021,Sat Apr 10 15:02:01 PDT 2021,Sat Apr 10 15:02:29 PDT 2021,,,16,100% (15/15),100% (15/15),100% (15/15),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-amina-filkins-5409662.jpg,The woman is looking out of the doorway on the sunny day.,The woman is standing inside at a door.,TRUE,FALSE,,
3WRAAIUSBJ09IR475YXTN11SVRUXA9,3D4BPCICWK3NL5FG1EHDN5R4QPBV8R,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor, options, quick, fast, compare, picture",$0.03,Sat Apr 10 13:54:02 PDT 2021,5,BatchId:4403306;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 11 13:54:02 PDT 2021,,,3TVSS0C0E112V7WKRWXP4780IRUTWV,AJDPFPELWYQ7D,Approved,Sat Apr 10 14:00:59 PDT 2021,Sat Apr 10 14:01:54 PDT 2021,Sat Apr 10 15:01:54 PDT 2021,Sat Apr 10 15:02:28 PDT 2021,,,55,100% (8/8),100% (8/8),100% (8/8),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-amina-filkins-5409662.jpg,The woman is looking out of the doorway on the sunny day.,The woman is standing inside at a door.,TRUE,FALSE,,
3WRAAIUSBJ09IR475YXTN11SVRUXA9,3D4BPCICWK3NL5FG1EHDN5R4QPBV8R,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor, options, quick, fast, compare, picture",$0.03,Sat Apr 10 13:54:02 PDT 2021,5,BatchId:4403306;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 11 13:54:02 PDT 2021,,,3TXMY6UCAEPGPTYNT13TN8QA64DQC5,AXB86SVXU5SEG,Approved,Sat Apr 10 14:03:14 PDT 2021,Sat Apr 10 14:05:45 PDT 2021,Sat Apr 10 15:05:45 PDT 2021,Sat Apr 10 15:06:29 PDT 2021,,,151,100% (1/1),100% (1/1),100% (1/1),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-amina-filkins-5409662.jpg,The woman is looking out of the doorway on the sunny day.,The woman is standing inside at a door.,TRUE,FALSE,,
3WRAAIUSBJ09IR475YXTN11SVRUXA9,3D4BPCICWK3NL5FG1EHDN5R4QPBV8R,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor, options, quick, fast, compare, picture",$0.03,Sat Apr 10 13:54:02 PDT 2021,5,BatchId:4403306;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 11 13:54:02 PDT 2021,,,3ZSANO2JCF8Z5LXAC7IZQEQEL5QSF7,A38EHOL0U2BTV0,Approved,Sat Apr 10 14:03:49 PDT 2021,Sat Apr 10 14:04:00 PDT 2021,Sat Apr 10 15:04:00 PDT 2021,Sat Apr 10 15:04:30 PDT 2021,,,11,100% (9/9),100% (9/9),100% (9/9),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-amina-filkins-5409662.jpg,The woman is looking out of the doorway on the sunny day.,The woman is standing inside at a door.,TRUE,FALSE,,
