HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.image_url,Input.desc1,Input.desc2,Answer.first.first,Answer.second.second,Approve,Reject,Win
372AGES0I461H8QO79JFIRQ2VRJXRA,3BHRGUFAI8Y95GOPOVSDE43GHC0CS7,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor",$0.02,Sat Apr 03 11:16:43 PDT 2021,5,BatchId:4393125;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 04 11:16:43 PDT 2021,,,32N49TQG3GJK1MX6VM1CN0ZUMVPVAN,A3EV8FICYYTUUZ,Approved,Sat Apr 03 11:35:53 PDT 2021,Sat Apr 03 11:37:33 PDT 2021,Sat Apr 03 12:37:33 PDT 2021,Sat Apr 03 12:38:17 PDT 2021,,,100,100% (2/2),100% (2/2),100% (2/2),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-adrianna-calvo-564905.jpg,Several buildings are painted with a fisherman catching a fish murals.,Several buildings have murals painted on them. The mural portray a fisherman catching a large fish.,FALSE,TRUE,,,
372AGES0I461H8QO79JFIRQ2VRJXRA,3BHRGUFAI8Y95GOPOVSDE43GHC0CS7,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor",$0.02,Sat Apr 03 11:16:43 PDT 2021,5,BatchId:4393125;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 04 11:16:43 PDT 2021,,,33JKGHPFYCV8VIXMQY5QMA0HU99MNE,A2ZRL1ZWWXJ0L7,Approved,Sat Apr 03 11:18:52 PDT 2021,Sat Apr 03 11:19:14 PDT 2021,Sat Apr 03 12:19:14 PDT 2021,Sat Apr 03 12:19:18 PDT 2021,,,22,100% (7/7),100% (7/7),100% (7/7),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-adrianna-calvo-564905.jpg,Several buildings are painted with a fisherman catching a fish murals.,Several buildings have murals painted on them. The mural portray a fisherman catching a large fish.,TRUE,FALSE,,,
372AGES0I461H8QO79JFIRQ2VRJXRA,3BHRGUFAI8Y95GOPOVSDE43GHC0CS7,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor",$0.02,Sat Apr 03 11:16:43 PDT 2021,5,BatchId:4393125;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 04 11:16:43 PDT 2021,,,3ITXP059PWKFANJ6VX9K5CI6DEMJSJ,AKSJ3C5O3V9RB,Approved,Sat Apr 03 11:18:08 PDT 2021,Sat Apr 03 11:36:15 PDT 2021,Sat Apr 03 12:36:15 PDT 2021,Sat Apr 03 12:36:18 PDT 2021,,,1087,100% (13/13),100% (13/13),100% (12/12),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-adrianna-calvo-564905.jpg,Several buildings are painted with a fisherman catching a fish murals.,Several buildings have murals painted on them. The mural portray a fisherman catching a large fish.,FALSE,TRUE,,,
372AGES0I461H8QO79JFIRQ2VRJXRA,3BHRGUFAI8Y95GOPOVSDE43GHC0CS7,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor",$0.02,Sat Apr 03 11:16:43 PDT 2021,5,BatchId:4393125;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 04 11:16:43 PDT 2021,,,3KKG4CDWKIZ72Q4MJKMPIFOX3T8948,A61KQYQ00YNL1,Approved,Sat Apr 03 11:19:14 PDT 2021,Sat Apr 03 11:22:16 PDT 2021,Sat Apr 03 12:22:16 PDT 2021,Sat Apr 03 12:22:17 PDT 2021,,,182,100% (15/15),100% (15/15),100% (15/15),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-adrianna-calvo-564905.jpg,Several buildings are painted with a fisherman catching a fish murals.,Several buildings have murals painted on them. The mural portray a fisherman catching a large fish.,FALSE,TRUE,,,
372AGES0I461H8QO79JFIRQ2VRJXRA,3BHRGUFAI8Y95GOPOVSDE43GHC0CS7,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor",$0.02,Sat Apr 03 11:16:43 PDT 2021,5,BatchId:4393125;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 04 11:16:43 PDT 2021,,,3NS0A6KXC492KXFJIJIP4SNT815ZG0,ATIVK9XUANIUE,Approved,Sat Apr 03 11:19:49 PDT 2021,Sat Apr 03 11:19:59 PDT 2021,Sat Apr 03 12:19:59 PDT 2021,Sat Apr 03 12:20:17 PDT 2021,,,10,100% (5/5),100% (5/5),100% (5/5),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-adrianna-calvo-564905.jpg,Several buildings are painted with a fisherman catching a fish murals.,Several buildings have murals painted on them. The mural portray a fisherman catching a large fish.,FALSE,TRUE,,,2
3AC6MFV69KJDX9C0CMV61847GIKHZV,3BHRGUFAI8Y95GOPOVSDE43GHC0CS7,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor",$0.02,Sat Apr 03 11:16:43 PDT 2021,5,BatchId:4393125;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 04 11:16:43 PDT 2021,,,32SCWG5HIH5690O7JXB1138Q4OW6PL,A61KQYQ00YNL1,Approved,Sat Apr 03 11:19:24 PDT 2021,Sat Apr 03 11:28:00 PDT 2021,Sat Apr 03 12:28:00 PDT 2021,Sat Apr 03 12:28:17 PDT 2021,,,516,100% (15/15),100% (15/15),100% (15/15),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-amina-filkins-5409662.jpg,A woman is smiling looking out the door.,A woman in a green dress and black cardigan is smiling while leaning out of the doorway of a door that she is holding open.,TRUE,FALSE,,,
3AC6MFV69KJDX9C0CMV61847GIKHZV,3BHRGUFAI8Y95GOPOVSDE43GHC0CS7,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor",$0.02,Sat Apr 03 11:16:43 PDT 2021,5,BatchId:4393125;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 04 11:16:43 PDT 2021,,,33FOTY3KEMMS8PE68MDEM7I2XU1C1F,A36J455OS7SCN1,Approved,Sat Apr 03 11:20:08 PDT 2021,Sat Apr 03 11:20:22 PDT 2021,Sat Apr 03 12:20:22 PDT 2021,Sat Apr 03 12:21:17 PDT 2021,,,14,100% (3/3),100% (3/3),100% (3/3),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-amina-filkins-5409662.jpg,A woman is smiling looking out the door.,A woman in a green dress and black cardigan is smiling while leaning out of the doorway of a door that she is holding open.,FALSE,TRUE,,,
3AC6MFV69KJDX9C0CMV61847GIKHZV,3BHRGUFAI8Y95GOPOVSDE43GHC0CS7,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor",$0.02,Sat Apr 03 11:16:43 PDT 2021,5,BatchId:4393125;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 04 11:16:43 PDT 2021,,,3IRIK4HM3ALNFBF3ESPVH39J55K6CA,A2W741EHOTUL4S,Approved,Sat Apr 03 11:36:42 PDT 2021,Sat Apr 03 11:42:56 PDT 2021,Sat Apr 03 12:42:56 PDT 2021,Sat Apr 03 12:43:17 PDT 2021,,,374,100% (5/5),100% (5/5),100% (5/5),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-amina-filkins-5409662.jpg,A woman is smiling looking out the door.,A woman in a green dress and black cardigan is smiling while leaning out of the doorway of a door that she is holding open.,TRUE,FALSE,,,
3AC6MFV69KJDX9C0CMV61847GIKHZV,3BHRGUFAI8Y95GOPOVSDE43GHC0CS7,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor",$0.02,Sat Apr 03 11:16:43 PDT 2021,5,BatchId:4393125;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 04 11:16:43 PDT 2021,,,3JMSRU9HQIVNRZEIBR3YJJPL7ALEVZ,A2KNV8X9K7F80Y,Approved,Sat Apr 03 11:21:08 PDT 2021,Sat Apr 03 11:21:37 PDT 2021,Sat Apr 03 12:21:37 PDT 2021,Sat Apr 03 12:22:17 PDT 2021,,,29,100% (2/2),100% (2/2),100% (2/2),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-amina-filkins-5409662.jpg,A woman is smiling looking out the door.,A woman in a green dress and black cardigan is smiling while leaning out of the doorway of a door that she is holding open.,FALSE,TRUE,,,
3AC6MFV69KJDX9C0CMV61847GIKHZV,3BHRGUFAI8Y95GOPOVSDE43GHC0CS7,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor",$0.02,Sat Apr 03 11:16:43 PDT 2021,5,BatchId:4393125;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 04 11:16:43 PDT 2021,,,3WS1NTTKEYDZ4CDY35ZFG8KVPFN0FB,ATIVK9XUANIUE,Approved,Sat Apr 03 11:20:41 PDT 2021,Sat Apr 03 11:20:57 PDT 2021,Sat Apr 03 12:20:57 PDT 2021,Sat Apr 03 12:21:18 PDT 2021,,,16,100% (5/5),100% (5/5),100% (5/5),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-amina-filkins-5409662.jpg,A woman is smiling looking out the door.,A woman in a green dress and black cardigan is smiling while leaning out of the doorway of a door that she is holding open.,FALSE,TRUE,,,2
37Y5RYYI0P6DINQ1MYJK81VYHT2XSY,3BHRGUFAI8Y95GOPOVSDE43GHC0CS7,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor",$0.02,Sat Apr 03 11:16:43 PDT 2021,5,BatchId:4393125;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 04 11:16:43 PDT 2021,,,39DD6S19JPC40JJSCOS14P2HVLQZEJ,A3UWHJTAUTF6TO,Approved,Sat Apr 03 11:19:39 PDT 2021,Sat Apr 03 11:19:52 PDT 2021,Sat Apr 03 12:19:52 PDT 2021,Sat Apr 03 12:20:17 PDT 2021,,,13,100% (6/6),100% (6/6),100% (6/6),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-anna-shvets-4588065.jpg,A white bunny wearing yellow-lens sunglasses.,A white bunny with grey spots wearing oversized yellow-lens sunglasses with a yellow background.,FALSE,TRUE,,,
37Y5RYYI0P6DINQ1MYJK81VYHT2XSY,3BHRGUFAI8Y95GOPOVSDE43GHC0CS7,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor",$0.02,Sat Apr 03 11:16:43 PDT 2021,5,BatchId:4393125;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 04 11:16:43 PDT 2021,,,3B4YI393V9X89Q2WIRIYXD9T9XZSS8,A3T9WZOUQGE2UW,Approved,Sat Apr 03 11:18:04 PDT 2021,Sat Apr 03 11:18:37 PDT 2021,Sat Apr 03 12:18:37 PDT 2021,Sat Apr 03 12:19:17 PDT 2021,,,33,100% (9/9),100% (9/9),100% (9/9),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-anna-shvets-4588065.jpg,A white bunny wearing yellow-lens sunglasses.,A white bunny with grey spots wearing oversized yellow-lens sunglasses with a yellow background.,TRUE,FALSE,,,
37Y5RYYI0P6DINQ1MYJK81VYHT2XSY,3BHRGUFAI8Y95GOPOVSDE43GHC0CS7,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor",$0.02,Sat Apr 03 11:16:43 PDT 2021,5,BatchId:4393125;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 04 11:16:43 PDT 2021,,,3JBT3HLQF838XA8IL28CY11L9SSPZU,AKSJ3C5O3V9RB,Approved,Sat Apr 03 11:17:56 PDT 2021,Sat Apr 03 11:26:52 PDT 2021,Sat Apr 03 12:26:52 PDT 2021,Sat Apr 03 12:27:17 PDT 2021,,,536,100% (13/13),100% (13/13),100% (12/12),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-anna-shvets-4588065.jpg,A white bunny wearing yellow-lens sunglasses.,A white bunny with grey spots wearing oversized yellow-lens sunglasses with a yellow background.,FALSE,TRUE,,,
37Y5RYYI0P6DINQ1MYJK81VYHT2XSY,3BHRGUFAI8Y95GOPOVSDE43GHC0CS7,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor",$0.02,Sat Apr 03 11:16:43 PDT 2021,5,BatchId:4393125;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 04 11:16:43 PDT 2021,,,3JJVG1YBEBY8M2NJV9JVEDP1RP65BJ,A2LSYIW9I5K4JE,Approved,Sat Apr 03 11:20:47 PDT 2021,Sat Apr 03 11:21:21 PDT 2021,Sat Apr 03 12:21:21 PDT 2021,Sat Apr 03 12:22:17 PDT 2021,,,34,100% (3/3),100% (3/3),100% (3/3),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-anna-shvets-4588065.jpg,A white bunny wearing yellow-lens sunglasses.,A white bunny with grey spots wearing oversized yellow-lens sunglasses with a yellow background.,FALSE,TRUE,,,
37Y5RYYI0P6DINQ1MYJK81VYHT2XSY,3BHRGUFAI8Y95GOPOVSDE43GHC0CS7,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor",$0.02,Sat Apr 03 11:16:43 PDT 2021,5,BatchId:4393125;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 04 11:16:43 PDT 2021,,,3QIYRE09Y3IBZTBXXCMS2ICEWYF1NM,A61KQYQ00YNL1,Approved,Sat Apr 03 11:19:19 PDT 2021,Sat Apr 03 11:24:39 PDT 2021,Sat Apr 03 12:24:39 PDT 2021,Sat Apr 03 12:25:17 PDT 2021,,,320,100% (15/15),100% (15/15),100% (15/15),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-anna-shvets-4588065.jpg,A white bunny wearing yellow-lens sunglasses.,A white bunny with grey spots wearing oversized yellow-lens sunglasses with a yellow background.,TRUE,FALSE,,,2
3JYPJ2TAYI9Z59JOUN947PQGQ40FPA,3BHRGUFAI8Y95GOPOVSDE43GHC0CS7,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor",$0.02,Sat Apr 03 11:16:43 PDT 2021,5,BatchId:4393125;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 04 11:16:43 PDT 2021,,,3A0EX8ZRN8P6OQX36BOSPANUMUABY5,ATIVK9XUANIUE,Approved,Sat Apr 03 11:20:00 PDT 2021,Sat Apr 03 11:20:13 PDT 2021,Sat Apr 03 12:20:13 PDT 2021,Sat Apr 03 12:20:18 PDT 2021,,,13,100% (5/5),100% (5/5),100% (5/5),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-badr-khechchab-4233098.jpg,"A male wearing a white cap, skateboarding on the side wall.","A male wearing a white cap, skateboarding on the side wall and does it extremely well.",TRUE,FALSE,,,
3JYPJ2TAYI9Z59JOUN947PQGQ40FPA,3BHRGUFAI8Y95GOPOVSDE43GHC0CS7,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor",$0.02,Sat Apr 03 11:16:43 PDT 2021,5,BatchId:4393125;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 04 11:16:43 PDT 2021,,,3M0NZ3JDP1Z440QZ1NZY0VW4ISR5ZO,A3T9WZOUQGE2UW,Approved,Sat Apr 03 11:17:36 PDT 2021,Sat Apr 03 11:17:58 PDT 2021,Sat Apr 03 12:17:58 PDT 2021,Sat Apr 03 12:18:17 PDT 2021,,,22,100% (9/9),100% (9/9),100% (9/9),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-badr-khechchab-4233098.jpg,"A male wearing a white cap, skateboarding on the side wall.","A male wearing a white cap, skateboarding on the side wall and does it extremely well.",TRUE,FALSE,,,
3JYPJ2TAYI9Z59JOUN947PQGQ40FPA,3BHRGUFAI8Y95GOPOVSDE43GHC0CS7,Select the better descriptor,"Given 2 descriptions of a photo, select the most accurate one.","survey, photo, photography, easy, image, images,,pick,descriptions,simple,select,fast,description,descriptor",$0.02,Sat Apr 03 11:16:43 PDT 2021,5,BatchId:4393125;OriginalHitTemplateId:928390912;,1800,3600,Sun Apr 04 11:16:43 PDT 2021,,,3M68NM076H8RLD4MWPFQ6Y8556K6RD,A61KQYQ00YNL1,Approved,Sat Apr 03 11:19:26 PDT 2021,Sat Apr 03 11:29:14 PDT 2021,Sat Apr 03 12:29:14 PDT 2021,Sat Apr 03 12:29:18 PDT 2021,,,588,100% (15/15),100% (15/15),100% (15/15),https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-badr-khechchab-4233098.jpg,"A male wearing a white cap, skateboarding on the side wall.","A male wearing a white cap, skateboarding on the side wall and does it extremely well.",FALSE,TRUE,,,
