"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_url","Input.response1","Answer.summary","Approve","Reject"
"3UV0D2KX1MKDGGX5W3HG4RFLZ7D4FF","3BAGKDWT8H2SDY81HNN8G8M5LQ2JAW","Describe some images in brief sentences","Briefly describe some photos in English as factually as possible.","image, summarization, brief, easy, simple, images, photo, photos, photography, describe, description, descriptions","$0.05","Thu Apr 01 12:32:04 PDT 2021","1","BatchId:4391029;OriginalHitTemplateId:928390876;","10800","86400","Sat Apr 03 12:32:04 PDT 2021","","","3UNH76FOCS627H10X0E13QYOYMSMY5","A2NBJMEKICEU1A","Approved","Thu Apr 01 16:00:25 PDT 2021","Thu Apr 01 16:01:12 PDT 2021","Fri Apr 02 16:01:12 PDT 2021","Thu Apr 01 22:45:17 PDT 2021","","","47","100% (6/6)","100% (6/6)","100% (6/6)","https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-adrianna-calvo-564905.jpg","Several buildings are painted with a fisherman catching a fish murals.","Several buildings have murals painted on them. The mural portray a fisherman catching a large fish."
"3PKJ68EHDNXNXU7WU0SKDEGHXJGHJH","3BAGKDWT8H2SDY81HNN8G8M5LQ2JAW","Describe some images in brief sentences","Briefly describe some photos in English as factually as possible.","image, summarization, brief, easy, simple, images, photo, photos, photography, describe, description, descriptions","$0.05","Thu Apr 01 12:32:04 PDT 2021","1","BatchId:4391029;OriginalHitTemplateId:928390876;","10800","86400","Sat Apr 03 12:32:04 PDT 2021","","","3GD6L00D3SY5HBQXLB7SP3NER1QM1E","A8TLS2F8LFQ68","Approved","Thu Apr 01 17:15:00 PDT 2021","Thu Apr 01 17:17:31 PDT 2021","Fri Apr 02 17:17:31 PDT 2021","Thu Apr 01 22:45:16 PDT 2021","","","151","100% (8/8)","100% (8/8)","100% (8/8)","https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-amina-filkins-5409662.jpg","A woman is smiling looking out the door.","A woman in a green dress and black cardigan is smiling while leaning out of the doorway of a door that she is holding open."
"3TFJJUELSHQWAQY81N8R36XKIGPC2G","3BAGKDWT8H2SDY81HNN8G8M5LQ2JAW","Describe some images in brief sentences","Briefly describe some photos in English as factually as possible.","image, summarization, brief, easy, simple, images, photo, photos, photography, describe, description, descriptions","$0.05","Thu Apr 01 12:32:04 PDT 2021","1","BatchId:4391029;OriginalHitTemplateId:928390876;","10800","86400","Sat Apr 03 12:32:04 PDT 2021","","","3RJSC4XJ10V72FK9XTM6UWTI0EO50Y","A2NBJMEKICEU1A","Approved","Thu Apr 01 15:58:38 PDT 2021","Thu Apr 01 15:59:17 PDT 2021","Fri Apr 02 15:59:17 PDT 2021","Thu Apr 01 22:45:16 PDT 2021","","","39","100% (6/6)","100% (6/6)","100% (6/6)","https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-anna-shvets-4588065.jpg","A white bunny wearing yellow-lens sunglasses.","A white bunny with grey spots wearing oversized yellow-lens sunglasses with a yellow background."
"378G7J1SJLZXJ4GTBY3TH1DC7ZXEWT","3BAGKDWT8H2SDY81HNN8G8M5LQ2JAW","Describe some images in brief sentences","Briefly describe some photos in English as factually as possible.","image, summarization, brief, easy, simple, images, photo, photos, photography, describe, description, descriptions","$0.05","Thu Apr 01 12:32:05 PDT 2021","1","BatchId:4391029;OriginalHitTemplateId:928390876;","10800","86400","Sat Apr 03 12:32:05 PDT 2021","","","3QILPRALQ5WTATVIWXV7HSZMAWAN81","A3NFGEUZAH9V5G","Approved","Thu Apr 01 12:35:18 PDT 2021","Thu Apr 01 12:35:52 PDT 2021","Fri Apr 02 12:35:52 PDT 2021","Thu Apr 01 22:45:15 PDT 2021","","","34","100% (3/3)","100% (3/3)","100% (3/3)","https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-badr-khechchab-4233098.jpg","A male wearing a white cap, skateboarding on the side wall.","A male wearing a white cap, skateboarding on the side wall and does it extremely well."
"3RDTX9JRTY21YTOBVFFVX7DKNB897C","3BAGKDWT8H2SDY81HNN8G8M5LQ2JAW","Describe some images in brief sentences","Briefly describe some photos in English as factually as possible.","image, summarization, brief, easy, simple, images, photo, photos, photography, describe, description, descriptions","$0.05","Thu Apr 01 12:32:05 PDT 2021","1","BatchId:4391029;OriginalHitTemplateId:928390876;","10800","86400","Sat Apr 03 12:32:05 PDT 2021","","","3DZQRBDBSLG4P9HHSCHXP51HHAFS3H","A2NBJMEKICEU1A","Approved","Thu Apr 01 15:57:53 PDT 2021","Thu Apr 01 15:58:13 PDT 2021","Fri Apr 02 15:58:13 PDT 2021","Thu Apr 01 22:45:16 PDT 2021","","","20","100% (6/6)","100% (6/6)","100% (6/6)","https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-bia-sousa-4493795.jpg","There is a girl in a red shirt wearing red tinted glasses.  She is standing in front of a red building and is surrounded by red floating Uno cards.","There is a girl in a red shirt wearing red tinted glasses.  She is standing in front of a red building and is surrounded by red floating Uno cards."
"3ZQA3IO31BSQUUDF8OH4TNHWFOU1OL","3BAGKDWT8H2SDY81HNN8G8M5LQ2JAW","Describe some images in brief sentences","Briefly describe some photos in English as factually as possible.","image, summarization, brief, easy, simple, images, photo, photos, photography, describe, description, descriptions","$0.05","Thu Apr 01 12:32:05 PDT 2021","1","BatchId:4391029;OriginalHitTemplateId:928390876;","10800","86400","Sat Apr 03 12:32:05 PDT 2021","","","35L9RVQFCOJZYUGKW21Z80KFLCIUH6","A2NBJMEKICEU1A","Approved","Thu Apr 01 15:58:18 PDT 2021","Thu Apr 01 15:58:30 PDT 2021","Fri Apr 02 15:58:30 PDT 2021","Thu Apr 01 22:45:17 PDT 2021","","","12","100% (6/6)","100% (6/6)","100% (6/6)","https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-clive-kim-4220967.jpg","A volcano spewing lava at night.","A volcano spewing lava at night."
"3W5PY7V3UP89JPXL40W8ZEBKNFTJYI","3BAGKDWT8H2SDY81HNN8G8M5LQ2JAW","Describe some images in brief sentences","Briefly describe some photos in English as factually as possible.","image, summarization, brief, easy, simple, images, photo, photos, photography, describe, description, descriptions","$0.05","Thu Apr 01 12:32:05 PDT 2021","1","BatchId:4391029;OriginalHitTemplateId:928390876;","10800","86400","Sat Apr 03 12:32:05 PDT 2021","","","308Q0PEVB8E1AX3149OTCGYG83YI95","AZ2P6DGG5M6SH","Approved","Thu Apr 01 12:35:29 PDT 2021","Thu Apr 01 12:37:29 PDT 2021","Fri Apr 02 12:37:29 PDT 2021","Thu Apr 01 22:45:17 PDT 2021","","","120","100% (1/1)","100% (1/1)","100% (1/1)","https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-cottonbro-4769486.jpg","A female sitting in a chair tilting her head back has a book covering her face.","A woman sitting in a chair in front of her desk with a book covering her face. The desk is covered in notebooks and coffee mugs."
"3QE4DGPGBRCJUGT07NNYMCFX0MD4GE","3BAGKDWT8H2SDY81HNN8G8M5LQ2JAW","Describe some images in brief sentences","Briefly describe some photos in English as factually as possible.","image, summarization, brief, easy, simple, images, photo, photos, photography, describe, description, descriptions","$0.05","Thu Apr 01 12:32:05 PDT 2021","1","BatchId:4391029;OriginalHitTemplateId:928390876;","10800","86400","Sat Apr 03 12:32:05 PDT 2021","","","3DBQWDE4Y6ZANBCGYZO458PV87ZN5R","A2NBJMEKICEU1A","Approved","Thu Apr 01 16:01:17 PDT 2021","Thu Apr 01 16:01:50 PDT 2021","Fri Apr 02 16:01:50 PDT 2021","Thu Apr 01 22:45:16 PDT 2021","","","33","100% (6/6)","100% (6/6)","100% (6/6)","https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-edu-carvalho-2050975.jpg","A woman is holding a basket of flowers and a hat and laughing.","An elderly woman with white hair and overalls is holding a wicker basket of red flowers and a straw hat and laughing."
"3TZ0XG8CBUL5Y7TU5K71B79FYVE98Z","3BAGKDWT8H2SDY81HNN8G8M5LQ2JAW","Describe some images in brief sentences","Briefly describe some photos in English as factually as possible.","image, summarization, brief, easy, simple, images, photo, photos, photography, describe, description, descriptions","$0.05","Thu Apr 01 12:32:05 PDT 2021","1","BatchId:4391029;OriginalHitTemplateId:928390876;","10800","86400","Sat Apr 03 12:32:05 PDT 2021","","","3MX2NQ3YC9VFZ5QK05BD3AGTAM4X5I","AZU9D7YLCTAYV","Approved","Thu Apr 01 21:25:51 PDT 2021","Thu Apr 01 21:27:01 PDT 2021","Fri Apr 02 21:27:01 PDT 2021","Thu Apr 01 22:45:16 PDT 2021","","","70","100% (3/3)","100% (3/3)","100% (3/3)","https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-eric-christian-capilador-6008360.jpg","A lady wearing sunglasses is looking down at the camera with her hand pointed towards the camera.","An asian girl wearing sunglassess, holding a glass of red wine is looking down at the camera with her hand pointed towards the camera."
"3F6045TU7DP5CCC4ACDFB34QI1W99O","3BAGKDWT8H2SDY81HNN8G8M5LQ2JAW","Describe some images in brief sentences","Briefly describe some photos in English as factually as possible.","image, summarization, brief, easy, simple, images, photo, photos, photography, describe, description, descriptions","$0.05","Thu Apr 01 12:32:05 PDT 2021","1","BatchId:4391029;OriginalHitTemplateId:928390876;","10800","86400","Sat Apr 03 12:32:05 PDT 2021","","","3R6BYFZZP7D712J96HOMPM76ZEWXFB","A2MOKIEQZ0OF2M","Approved","Thu Apr 01 12:32:19 PDT 2021","Thu Apr 01 12:34:25 PDT 2021","Fri Apr 02 12:34:25 PDT 2021","Thu Apr 01 22:45:15 PDT 2021","","","126","100% (1/1)","100% (1/1)","100% (1/1)","https://nets213hw.s3.us-east-2.amazonaws.com/photos/pexels-eugene-dorosh-739407.jpg","The eiffel tower is pictured with the city in the background.","The Eiffel tower is pictured with the sun setting in the background and shining on the city."
